,p_analitico 0.010000000000000002 step : 10,p_analitico 0.1000000000000002 step : 100,p_analitico 0.49999999999999983 step : 500,p_analitico 0.9999999999999857 step : 1000,z
59,0.9999697969579358,0.8113077048070892,0.29651239413463953,0.08634758602177343,0.5900000000000003
60,0.9999779095030015,0.8185423925293863,0.29997238910205226,0.08735526406532172,0.6000000000000003
61,0.9999839201742395,0.825550177443037,0.30335836647244707,0.08834138850452802,0.6100000000000003
62,0.9999883513426324,0.8323334235196815,0.30666949137611393,0.08930571602795127,0.6200000000000003
63,0.9999916017886851,0.8388945840520423,0.30990494741946023,0.0902480087022133,0.6300000000000003
64,0.9999939742388485,0.8452361920122682,0.3130639368851628,0.09116803403070531,0.6400000000000003
65,0.9999956972205363,0.8513608504104634,0.31614568092769835,0.092065565010953,0.6500000000000004
66,0.9999969422902036,0.8572712226745007,0.31914941976420624,0.09294038019062595,0.6600000000000004
67,0.9999978375231798,0.8629700230716665,0.3220744128606413,0.09379226372217765,0.6700000000000004
68,0.9999984780066373,0.8684600071921096,0.3249199391131712,0.09462100541610269,0.6800000000000004
69,0.9999989339482063,0.8737439625134666,0.3276852970247779,0.0954264007927977,0.6900000000000004
70,0.9999992569016279,0.8788246990654097,0.33036980487702355,0.09620825113301383,0.7000000000000004
71,0.9999994845161755,0.8837050402121921,0.33297280089693876,0.09696636352688759,0.7100000000000004
72,0.9999996441370069,0.8883878135706262,0.3354936434189971,0.09770055092153844,0.7200000000000004
73,0.9999997555173493,0.8928758420802122,0.3379317110421382,0.0984106321672214,0.7300000000000004
74,0.9999998328489424,0.8971719352414644,0.3402864027818036,0.0990964320620229,0.7400000000000004
75,0.9999998862727434,0.9012788805377697,0.3425571382169498,0.09975778139508917,0.7500000000000004
76,0.9999999229960724,0.9051994350554065,0.3447433576320073,0.10039451698837666,0.7600000000000005
77,0.9999999481137067,0.9089363173156448,0.3468445221537501,0.1010064817369136,0.7700000000000005
78,0.9999999652077518,0.9124921993321481,0.34886011388304833,0.1015935246475633,0.7800000000000005
79,0.9999999767832677,0.9158696989061937,0.3507896360214709,0.10215550087627948,0.7900000000000005
80,0.999999984582742,0.9190713721715359,0.3526326129927117,0.10269227176384434,0.8000000000000005
81,0.9999999898117551,0.9220997064000573,0.354388590558811,0.10320370487008061,0.8100000000000005
82,0.9999999932999721,0.9249571130786763,0.35605713593114613,0.10368967400652918,0.8200000000000005
83,0.9999999956153227,0.9276459212673329,0.3576378378761662,0.10415005926758424,0.8300000000000005
84,0.9999999971445058,0.9301683712472169,0.35913030681584796,0.10458474706007803,0.8400000000000005
85,0.9999999981494256,0.9325266084677998,0.36053417492284834,0.10499363013130844,0.8500000000000005
86,0.9999999988065275,0.9347226778005973,0.3618490962103353,0.10537660759550184,0.8600000000000005
87,0.9999999992340545,0.936758518107024,0.3630747466164738,0.10573358495870527,0.8700000000000006
88,0.9999999995108265,0.9386359571271182,0.3642108240835499,0.10606447414210117,0.8800000000000006
89,0.9999999996891096,0.940356706695368,0.3652570486317152,0.10636919350373976,0.8900000000000006
90,0.9999999998033763,0.9419223582893353,0.366213162427334,0.10664766785868278,0.9000000000000006
91,0.9999999998762468,0.9433343789162678,0.36707892984591917,0.10689982849755429,0.9100000000000006
92,0.999999999922482,0.9445941073423866,0.3678541375296425,0.10712561320349372,0.9200000000000006
93,0.9999999999516649,0.945702750669068,0.36853859443940623,0.10732496626750679,0.9300000000000006
94,0.999999999969981,0.9466613812596774,0.36913213190146377,0.10749783850221108,0.9400000000000006
95,0.9999999999814019,0.9474709340203691,0.3696346036485815,0.10764418725397215,0.9500000000000006
96,0.9999999999884556,0.9481322040377386,0.37004588585572934,0.10776397641342762,0.9600000000000006
97,0.9999999999927366,0.9486458445758033,0.3703658771702951,0.10785717642439671,0.9700000000000006
98,0.9999999999952316,0.9490123654343805,0.37059449873681327,0.10792376429117283,0.9800000000000006
99,0.9999999999965254,0.9492321316705465,0.37073169421620505,0.10796372358419722,0.9900000000000007
